"content","created_at","date","likeCount","media","outlinks","quoteCount","quotedTweet","replyCount","retweetCount","retweetedTweet","url","id","conversationId"
"Wow What an amazing 1st night Toronto Thank you to everyone that packed out @ScotiabankArena tonight Cant wait to do it again tomorrow night.  #Toronto #Canada #BackToAbnormalWorldTour https://t.co/l5ieZG4TrJ","Sat Oct 01 04:38:09 0000 2022","2022-10-01 04:38:0900:00","4360","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1576068876252680193/pu/img/Q-gx8JZVWR8IJc-J.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1576068876252680193/pu/vid/480x852/eFlrAu3OjFQ4eITu.mp4tag12, bitrate950000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1576068876252680193/pu/vid/720x1280/eKgoNQylcEG600dk.mp4tag12, bitrate2176000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1576068876252680193/pu/pl/9tTRtOUlKjfkfvpr.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1576068876252680193/pu/vid/320x568/NrpVjwBZLs3VsV7N.mp4tag12, bitrate632000, duration19.446, typevideo","","50","","245","274","","https://twitter.com/Trevornoah/status/1576068930925342720","1576068930925342720","1576068930925342720"
"If youre wondering when tickets go on sale its TODAY But to be fair, they are also on sale for those that werent wondering as well   https://t.co/OCUM8lHIlI https://t.co/XHF0DkeUwj","Tue Sep 27 10:25:40 0000 2022","2022-09-27 10:25:4000:00","4436","PhotopreviewUrlhttps://pbs.twimg.com/media/Fdp7hOXWQAA4X9aformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/Fdp7hOXWQAA4X9aformatjpgnamelarge, typephoto","http://trevornoah.com","66","","297","458","","https://twitter.com/Trevornoah/status/1574706835092742144","1574706835092742144","1574706835092742144"
"South Africa Ive teamed up with @SavannaCider for 12 shows from 31 AUG  15 SEP 2023. Tickets go on sale tomorrow at 9am local, and you can find them at https://t.co/L7bDKHCHyQ - Cant wait to come home  #SiyavannaSA @entertainafric https://t.co/LpytJmk4F0","Mon Sep 26 07:00:01 0000 2022","2022-09-26 07:00:0100:00","2834","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1574277735375142912/pu/img/FqS9xIL-AorXHMzK.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1574277735375142912/pu/vid/320x320/-4VAjIsK3ieV7W8.mp4tag12, bitrate432000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1574277735375142912/pu/pl/41KEHyFqITepRw64.m3u8tag12, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1574277735375142912/pu/vid/540x540/0Ij-Fd20vkOgEuIt.mp4tag12, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1574277735375142912/pu/vid/720x720/8imRwg-tBm7LEACA.mp4tag12, bitrate1280000, duration21.08, typevideo","http://TrevorNoah.com","156","","255","661","","https://twitter.com/Trevornoah/status/1574292690493050880","1574292690493050880","1574292690493050880"
"Thank you to everyone that packed out the TD Place Arena tonight in Ottawa, Canada What a night #BackToAbnormalWorldTour https://t.co/sTILvus0Ur","Sat Sep 24 04:42:46 0000 2022","2022-09-24 04:42:4600:00","2094","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1573533283094339585/pu/img/7iytajd3homlmXt2.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1573533283094339585/pu/vid/540x540/QT2lZE9cRUA7zSFc.mp4tag12, bitrate832000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1573533283094339585/pu/pl/DN9cbiGcbi52Rb4A.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1573533283094339585/pu/vid/320x320/MYsY46LvkrOH93B.mp4tag12, bitrate432000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1573533283094339585/pu/vid/720x720/qAPB8ljbozh4Zk.mp4tag12, bitrate1280000, duration6.54, typevideo","","15","","347","82","","https://twitter.com/Trevornoah/status/1573533377529057282","1573533377529057282","1573533377529057282"
"After years apart it felt so good to be back with some of my favourite people celebrating each other once again. And yes Im their biggest fan. #Emmys2022

Styling: @jasonbolden @Gucci @Cartier Photos: @polkimaging, Phil Faraone @gettyentertainment https://t.co/V8KY303xCC","Tue Sep 13 23:10:17 0000 2022","2022-09-13 23:10:1700:00","3958","PhotopreviewUrlhttps://pbs.twimg.com/media/FckkRBJWQAEyZwlformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FckkRBJWQAEyZwlformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FckkRBGXkAUVePWformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FckkRBGXkAUVePWformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FckkRBHWYAAvOmEformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FckkRBHWYAAvOmEformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FckkRBCWIAAzDhDformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FckkRBCWIAAzDhDformatjpgnamelarge, typephoto","","12","","317","150","","https://twitter.com/Trevornoah/status/1569825824928600065","1569825824928600065","1569825824928600065"
"Lets go #Emmys2022 @jasonbolden @gucci @Cartier https://t.co/AefNAQpW2o","Tue Sep 13 00:15:13 0000 2022","2022-09-13 00:15:1300:00","3289","","https://twitter.com/TheDailyShow/status/1569475124390412288","8","https://twitter.com/TheDailyShow/status/1569475124390412288","162","99","","https://twitter.com/Trevornoah/status/1569479779254157312","1569479779254157312","1569479779254157312"
"Until next time, Indiana Appreciate everyone that came out last night  #BackToAbnormalTour  https://t.co/73pbMPWDCO","Sun Aug 14 18:57:30 0000 2022","2022-08-14 18:57:3000:00","2230","PhotopreviewUrlhttps://pbs.twimg.com/media/FaJKtlhXoAIWwCdformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FaJKtlhXoAIWwCdformatjpgnamelarge, typephoto","","7","","134","93","","https://twitter.com/Trevornoah/status/1558890574618525698","1558890574618525698","1558890574618525698"
"Tulsa, it was great to be back Thank you again to everyone that came out   #BackToAbnormalTour : @VinceAugust21 https://t.co/sM9BzXG1b8","Sat Aug 13 06:10:08 0000 2022","2022-08-13 06:10:0800:00","1098","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1558335012344397826/pu/img/Yl-UDcsniLyqr3o.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1558335012344397826/pu/vid/720x720/jf4pSx-xBv5WiZiC.mp4tag12, bitrate1280000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1558335012344397826/pu/vid/320x320/f2sKxpNt3D87Ox.mp4tag12, bitrate432000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1558335012344397826/pu/vid/540x540/7tNbNnnw7DK9HSfN.mp4tag12, bitrate832000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1558335012344397826/pu/pl/w5lA9rvBhO0T-E-.m3u8tag12containerfmp4, bitrateNone, duration5.4, typevideo","","9","","91","56","","https://twitter.com/Trevornoah/status/1558335073853870081","1558335073853870081","1558335073853870081"
"I feel like whoever invented paper straws doesnt know what straws are used for.","Sat Aug 06 17:44:08 0000 2022","2022-08-06 17:44:0800:00","45477","","","328","","1166","3730","","https://twitter.com/Trevornoah/status/1555973006643560454","1555973006643560454","1555973006643560454"
" Excited to see whats next https://t.co/SgpRcWQszj","Wed Jul 27 18:43:21 0000 2022","2022-07-27 18:43:2100:00","841","","https://twitter.com/TrevorNoahFdn/status/1551939734582317056","4","https://twitter.com/TrevorNoahFdn/status/1551939734582317056","61","55","","https://twitter.com/Trevornoah/status/1552364034342748160","1552364034342748160","1552364034342748160"
"Atlantic City, thank you for spending your Friday night with us @JoshJohnson @VinceAugust21 #BackToAbnormalTour https://t.co/PJAM6LNATV","Sat Jul 23 07:54:12 0000 2022","2022-07-23 07:54:1200:00","1298","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1550751072511315969/pu/img/k5OASZoaNb2dMTE.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1550751072511315969/pu/vid/720x720/fT9dzDKZLzxOh4kx.mp4tag12, bitrate1280000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1550751072511315969/pu/pl/LwJFqhYouLuhjYX.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1550751072511315969/pu/vid/320x320/pAs73BGDA6RCYF13.mp4tag12, bitrate432000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1550751072511315969/pu/vid/540x540/c2IVlYJlSz8FYFHI.mp4tag12, bitrate832000, duration2.633, typevideo","","5","","61","63","","https://twitter.com/Trevornoah/status/1550751117520388099","1550751117520388099","1550751117520388099"
"Costa Mesa, thanks for showing that California love last night  Cant wait to come back #BackToAbnormalTour  IG: Char.tini https://t.co/EArK3jf40G","Sun Jul 17 18:04:56 0000 2022","2022-07-17 18:04:5600:00","1201","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1548730432274980864/pu/img/dQQwliL1iQnzXnFZ.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1548730432274980864/pu/vid/540x540/gDrb5CYEPBPHdvHI.mp4tag12, bitrate832000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1548730432274980864/pu/pl/mxr9nllpLsnPpOmP.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1548730432274980864/pu/vid/720x720/o7hl-JcTbH8a6qQA.mp4tag12, bitrate1280000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1548730432274980864/pu/vid/320x320/xQF-QXnFsyepUUx.mp4tag12, bitrate432000, duration6.466, typevideo","","8","","97","58","","https://twitter.com/Trevornoah/status/1548730487530835972","1548730487530835972","1548730487530835972"
"A sincere thank you to everyone that tunes in and watches the show  https://t.co/EEIZEMkv8S","Wed Jul 13 00:41:28 0000 2022","2022-07-13 00:41:2800:00","4132","","https://twitter.com/DEADLINE/status/1546963944551505920","27","https://twitter.com/DEADLINE/status/1546963944551505920","170","223","","https://twitter.com/Trevornoah/status/1547018338131402752","1547018338131402752","1547018338131402752"
"When @thedailyshow gets nominated for 7 Emmys Just wow Thank you for the incredible honour @TelevisionAcad  And a big congrats to @thedailyshow team and to Chris McCarthy and the whole Viacom / Comedy Central fam I told you we work well together  https://t.co/xPTwCessdj","Wed Jul 13 00:12:48 0000 2022","2022-07-13 00:12:4800:00","3255","","https://twitter.com/TheDailyShow/status/1546947136180322305","19","https://twitter.com/TheDailyShow/status/1546947136180322305","113","245","","https://twitter.com/Trevornoah/status/1547011121898561537","1547011121898561537","1547011121898561537"
"Appreciate everyone that came out to the shows in Connecticut Until next time  #BackToAbnormalTour","Sun Jun 26 19:32:01 0000 2022","2022-06-26 19:32:0100:00","1203","","","8","","153","45","","https://twitter.com/Trevornoah/status/1541142256928825347","1541142256928825347","1541142256928825347"
"Thank you again, to everyone that came out to the show last night We will see you again tonight CT #BackToAbnormalTour https://t.co/ilk4ywG5eI","Sat Jun 25 20:17:56 0000 2022","2022-06-25 20:17:5600:00","958","PhotopreviewUrlhttps://pbs.twimg.com/media/FWH9oMmUcAAzmjUformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FWH9oMmUcAAzmjUformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FWH9oMjVEAELsaJformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FWH9oMjVEAELsaJformatjpgnamelarge, typephoto","","4","","67","45","","https://twitter.com/Trevornoah/status/1540791421807955968","1540791421807955968","1540791421807955968"
"Edmonton, Thank you to everyone that spent their Saturday night with me Such an incredible weekend Canada Ottawa, Halifax, amp Toronto, I will see you in September #BackToAbnormalWorldTour  : @MIKEFLOSSMUSIC : @VinceAugust21 https://t.co/hsw0UZN32K","Sun Jun 19 19:11:29 0000 2022","2022-06-19 19:11:2900:00","992","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1538600319327821824/pu/img/NqwqPV6NRjXXzNl.jpg, variantsVideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1538600319327821824/pu/pl/H9QEvYqegZKqa8BD.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538600319327821824/pu/vid/320x320/-uvqsHDBZR24Ioa6.mp4tag12, bitrate432000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538600319327821824/pu/vid/540x540/DJkIEJZIOWg1dkAP.mp4tag12, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538600319327821824/pu/vid/720x720/cOPKWJ7Vi21Hp6Bb.mp4tag12, bitrate1280000, duration15.04, typevideo","","8","","64","65","","https://twitter.com/Trevornoah/status/1538600372666867715","1538600372666867715","1538600372666867715"
"Calgary, thank you to everyone that filled the Saddledome with so much love last night My friends @VinceAugust21, @JoshJohnson, amp I had an amazing time TY.  See you tonight Edmonton #BackToAbnormalWorldTour https://t.co/zTbeYWOG2y","Sat Jun 18 17:37:09 0000 2022","2022-06-18 17:37:0900:00","1268","VideothumbnailUrlhttps://pbs.twimg.com/exttwvideothumb/1538214172542091264/pu/img/-32u3CXF6suOPbnO.jpg, variantsVideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538214172542091264/pu/vid/480x270/ZrTDmeWyXkdweAwK.mp4tag12, bitrate256000, VideoVariantcontentTypeapplication/x-mpegURL, urlhttps://video.twimg.com/exttwvideo/1538214172542091264/pu/pl/neQGVo6PEHIiy0ha.m3u8tag12containerfmp4, bitrateNone, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538214172542091264/pu/vid/640x360/krl2dayjvy4fIw9J.mp4tag12, bitrate832000, VideoVariantcontentTypevideo/mp4, urlhttps://video.twimg.com/exttwvideo/1538214172542091264/pu/vid/1280x720/-53H3D3xkAJXGanr.mp4tag12, bitrate2176000, duration13.92, typevideo","","13","","60","86","","https://twitter.com/Trevornoah/status/1538214245258649600","1538214245258649600","1538214245258649600"
"If theyre gonna fill our timeline with people who we dont follow then whats the point of following anyone I see more suggested posts than posts I actually asked to see. ","Sun Jun 12 21:41:27 0000 2022","2022-06-12 21:41:2700:00","97999","","","1442","","2602","9898","","https://twitter.com/Trevornoah/status/1536101397200084993","1536101397200084993","1536101397200084993"
"Is everything made in a factory that also processes nuts","Fri Jun 03 01:03:15 0000 2022","2022-06-03 01:03:1500:00","10114","","","75","","507","420","","https://twitter.com/Trevornoah/status/1532528302690226177","1532528302690226177","1532528302690226177"
"Frankfurt, Vielen dank fr die beste Nacht
Germany was the perfect end to the European leg of the #BackToAbnormalWorldTour
 Until next time

Now back to the USA then Canada then we start preparing for South Africa and Asia and Australia and and : @mattynoir https://t.co/bXPOBgBvjO","Sun May 29 03:08:51 0000 2022","2022-05-29 03:08:5100:00","2049","PhotopreviewUrlhttps://pbs.twimg.com/media/FT5PKmCWQAAHqwQformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FT5PKmCWQAAHqwQformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FT5PKmAX0AAxJF7formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FT5PKmAX0AAxJF7formatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FT5PKmDWQAAQS3Nformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FT5PKmDWQAAQS3Nformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FT5PKmdXEAAZAMlformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FT5PKmdXEAAZAMlformatjpgnamelarge, typephoto","","22","","99","102","","https://twitter.com/Trevornoah/status/1530747972195065857","1530747972195065857","1530747972195065857"
"Sweden, I thoroughly enjoyed every minute and every single meatball Your energy blew the roof off the Avicii Arena, thank you so much
I dont know what it was about Stockholm but I just didnt want to leave. Ill def be back.
#BackToAbnormalWorldTour #VisitSweden #Stockholm https://t.co/bTeK7aRsFJ","Fri May 27 15:02:59 0000 2022","2022-05-27 15:02:5900:00","1738","PhotopreviewUrlhttps://pbs.twimg.com/media/FTxfcU9WIAMpkbEformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTxfcU9WIAMpkbEformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTxfcU9WAAEqIL6formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTxfcU9WAAEqIL6formatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTxfcVAWQAEWH41formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTxfcVAWQAEWH41formatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTxfcVRX0AEw5T9formatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTxfcVRX0AEw5T9formatjpgnamelarge, typephoto","","10","","70","81","","https://twitter.com/Trevornoah/status/1530202917562630144","1530202917562630144","1530202917562630144"
"Copenhagen, Denmark  Easily one of the coolest cities anyone can visit, your architecture, your food and your Lego are all out of this world. Thank you to everyone that packed out the Royal Arena Cant wait to come back #BackToAbnormalWorldTour #VisitDenmark #Copenhagen https://t.co/llHBH4ZlWg","Wed May 25 12:01:27 0000 2022","2022-05-25 12:01:2700:00","2952","PhotopreviewUrlhttps://pbs.twimg.com/media/FTmitVGXwAEb3jPformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTmitVGXwAEb3jPformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTmitVIXEAAZWbJformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTmitVIXEAAZWbJformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTmitVKX0AAd9WIformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTmitVKX0AAd9WIformatjpgnamelarge, typephoto, PhotopreviewUrlhttps://pbs.twimg.com/media/FTmitVHXwAAJIBpformatjpgnamesmall, fullUrlhttps://pbs.twimg.com/media/FTmitVHXwAAJIBpformatjpgnamelarge, typephoto","","11","","91","134","","https://twitter.com/Trevornoah/status/1529432457384284163","1529432457384284163","1529432457384284163"
